"X","antibiotic","sign","value","phenotype","measurement","organism","platform","standard","database","id","organism_name","sign_value","mic_value","old_phenotype"
167232,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020690005.1","E.coli and","==1",1,"S"
167246,"gentamicin","==","16","R","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689785.1","E.coli and","==16",16,"R"
167260,"gentamicin","==","16","R","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","SAMN22785505","E.coli and","==16",16,"R"
167274,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689825.1","E.coli and","==1",1,"S"
167288,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689845.1","E.coli and","==1",1,"S"
167302,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689945.1","E.coli and","==1",1,"S"
167316,"gentamicin",">","16","R","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689925.1","E.coli and",">16",32,"R"
167330,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689905.1","E.coli and","==1",1,"S"
167344,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689965.1","E.coli and","==1",1,"S"
167358,"gentamicin","==","0.5","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689865.1","E.coli and","==0.5",0.5,"S"
167372,"gentamicin","==","0.5","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689805.1","E.coli and","==0.5",0.5,"S"
167386,"gentamicin",">","16","R","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689765.1","E.coli and",">16",32,"R"
167400,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689745.1","E.coli and","==1",1,"S"
167414,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689725.1","E.coli and","==1",1,"S"
167428,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689705.1","E.coli and","==1",1,"S"
167442,"gentamicin","==","0.5","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689645.1","E.coli and","==0.5",0.5,"S"
167456,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689685.1","E.coli and","==1",1,"S"
167470,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689665.1","E.coli and","==1",1,"S"
167484,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689625.1","E.coli and","==1",1,"S"
167498,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689585.1","E.coli and","==1",1,"S"
167512,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689565.1","E.coli and","==1",1,"S"
167526,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689525.1","E.coli and","==1",1,"S"
167540,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020689545.1","E.coli and","==1",1,"S"
167591,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_020985225.1","E.coli and","==1",1,"S"
167604,"gentamicin","==","0.5","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_021495405.1","E.coli and","==0.5",0.5,"S"
167618,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_021498535.1","E.coli and","==1",1,"S"
167632,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_021495845.1","E.coli and","==1",1,"S"
167646,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_021499875.1","E.coli and","==1",1,"S"
167660,"gentamicin","==","0.5","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_021495865.1","E.coli and","==0.5",0.5,"S"
167674,"gentamicin","==","1","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_021499835.1","E.coli and","==1",1,"S"
167688,"gentamicin","==","0.5","S","mg/L","E.coli and Shigella","Sensititre","CLSI","NDARO","GCA_021495805.1","E.coli and","==0.5",0.5,"S"
167711,"gentamicin","<","0.25","S","mg/L","E.coli and Shigella",NA,"CLSI","NDARO","SAMN05170083","E.coli and","<0.25",0.125,"S"
167722,"gentamicin","==","16","R","mg/L","E.coli and Shigella",NA,"EUCAST","NDARO","GCA_022694385.1","E.coli and","==16",16,"R"
167736,"gentamicin","==","64","R","mg/L","E.coli and Shigella",NA,"EUCAST","NDARO","GCA_022694405.1","E.coli and","==64",64,"R"
167750,"gentamicin","==","16","R","mg/L","E.coli and Shigella",NA,"EUCAST","NDARO","GCA_022758385.1","E.coli and","==16",16,"R"
167764,"gentamicin","<","0.125","S","mg/L","E.coli and Shigella",NA,"EUCAST","NDARO","GCA_022758785.1","E.coli and","<0.125",0.0625,"S"
167778,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023856835.1","E.coli and","<=2",2,"S"
167796,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023856825.1","E.coli and","<=2",2,"S"
167814,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023856865.1","E.coli and","<=2",2,"S"
167832,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023856885.1","E.coli and","<=2",2,"S"
167850,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023856905.1","E.coli and","<=2",2,"S"
167868,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023856925.1","E.coli and","<=2",2,"S"
167886,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023856945.1","E.coli and","<=2",2,"S"
167904,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023856965.1","E.coli and","<=2",2,"S"
167922,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023856985.1","E.coli and","<=2",2,"S"
167940,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857005.1","E.coli and","<=2",2,"S"
167958,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857025.1","E.coli and","<=2",2,"S"
167976,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857045.1","E.coli and","<=2",2,"S"
167994,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857065.1","E.coli and","<=2",2,"S"
168012,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857085.1","E.coli and","<=2",2,"S"
168030,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857105.1","E.coli and","<=2",2,"S"
168048,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857125.1","E.coli and","<=2",2,"S"
168066,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857145.1","E.coli and","<=2",2,"S"
168084,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857165.1","E.coli and","<=2",2,"S"
168102,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857185.1","E.coli and","<=2",2,"S"
168120,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857205.1","E.coli and","<=2",2,"S"
168138,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857225.1","E.coli and","<=2",2,"S"
168156,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857245.1","E.coli and","<=2",2,"S"
168174,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857265.1","E.coli and","<=2",2,"S"
168192,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857285.1","E.coli and","<=2",2,"S"
168210,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857305.1","E.coli and","<=2",2,"S"
168228,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857325.1","E.coli and","<=2",2,"S"
168246,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857345.1","E.coli and","<=2",2,"S"
168264,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857365.1","E.coli and","<=2",2,"S"
168282,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857385.1","E.coli and","<=2",2,"S"
168300,"gentamicin",">","8","R","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857405.1","E.coli and",">8",16,"R"
168318,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857425.1","E.coli and","<=2",2,"S"
168336,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857445.1","E.coli and","<=2",2,"S"
168354,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857465.1","E.coli and","<=2",2,"S"
168372,"gentamicin",">","8","R","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857485.1","E.coli and",">8",16,"R"
168390,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857505.1","E.coli and","<=2",2,"S"
168408,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857525.1","E.coli and","<=2",2,"S"
168426,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857545.1","E.coli and","<=2",2,"S"
168444,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857565.1","E.coli and","<=2",2,"S"
168462,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857585.1","E.coli and","<=2",2,"S"
168480,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857605.1","E.coli and","<=2",2,"S"
168498,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857625.1","E.coli and","<=2",2,"S"
168516,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857645.1","E.coli and","<=2",2,"S"
168534,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857665.1","E.coli and","<=2",2,"S"
168552,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857685.1","E.coli and","<=2",2,"S"
168570,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857705.1","E.coli and","<=2",2,"S"
168588,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857725.1","E.coli and","<=2",2,"S"
168606,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857745.1","E.coli and","<=2",2,"S"
168624,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857765.1","E.coli and","<=2",2,"S"
168642,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857785.1","E.coli and","<=2",2,"S"
168660,"gentamicin",">","8","R","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857805.1","E.coli and",">8",16,"R"
168678,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857825.1","E.coli and","<=2",2,"S"
168696,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857845.1","E.coli and","<=2",2,"S"
168714,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857865.1","E.coli and","<=2",2,"S"
168732,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857885.1","E.coli and","<=2",2,"S"
168750,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857905.1","E.coli and","<=2",2,"S"
168768,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857925.1","E.coli and","<=2",2,"S"
168786,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857945.1","E.coli and","<=2",2,"S"
168804,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857965.1","E.coli and","<=2",2,"S"
168822,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023857985.1","E.coli and","<=2",2,"S"
168840,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858005.1","E.coli and","<=2",2,"S"
168858,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858025.1","E.coli and","<=2",2,"S"
168876,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858045.1","E.coli and","<=2",2,"S"
168894,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858065.1","E.coli and","<=2",2,"S"
168912,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858085.1","E.coli and","<=2",2,"S"
168930,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858105.1","E.coli and","<=2",2,"S"
168948,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858125.1","E.coli and","<=2",2,"S"
168966,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858165.1","E.coli and","<=2",2,"S"
168984,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858185.1","E.coli and","<=2",2,"S"
169002,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858205.1","E.coli and","<=2",2,"S"
169020,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858225.1","E.coli and","<=2",2,"S"
169038,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858245.1","E.coli and","<=2",2,"S"
169056,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858265.1","E.coli and","<=2",2,"S"
169074,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858285.1","E.coli and","<=2",2,"S"
169092,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858305.1","E.coli and","<=2",2,"S"
169110,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858325.1","E.coli and","<=2",2,"S"
169128,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858345.1","E.coli and","<=2",2,"S"
169146,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858365.1","E.coli and","<=2",2,"S"
169164,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858385.1","E.coli and","<=2",2,"S"
169182,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858405.1","E.coli and","<=2",2,"S"
169200,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858425.1","E.coli and","<=2",2,"S"
169218,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858445.1","E.coli and","<=2",2,"S"
169236,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858465.1","E.coli and","<=2",2,"S"
169254,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858485.1","E.coli and","<=2",2,"S"
169272,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858505.1","E.coli and","<=2",2,"S"
169290,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858525.1","E.coli and","<=2",2,"S"
169308,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858545.1","E.coli and","<=2",2,"S"
169326,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858565.1","E.coli and","<=2",2,"S"
169344,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858585.1","E.coli and","<=2",2,"S"
169362,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858605.1","E.coli and","<=2",2,"S"
169380,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858625.1","E.coli and","<=2",2,"S"
169398,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858645.1","E.coli and","<=2",2,"S"
169416,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858665.1","E.coli and","<=2",2,"S"
169434,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858685.1","E.coli and","<=2",2,"S"
169452,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858705.1","E.coli and","<=2",2,"S"
169470,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858725.1","E.coli and","<=2",2,"S"
169488,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858745.1","E.coli and","<=2",2,"S"
169506,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858775.1","E.coli and","<=2",2,"S"
169524,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858765.1","E.coli and","<=2",2,"S"
169542,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858805.1","E.coli and","<=2",2,"S"
169560,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858825.1","E.coli and","<=2",2,"S"
169578,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858845.1","E.coli and","<=2",2,"S"
169596,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858865.1","E.coli and","<=2",2,"S"
169614,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858885.1","E.coli and","<=2",2,"S"
169632,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858905.1","E.coli and","<=2",2,"S"
169650,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858925.1","E.coli and","<=2",2,"S"
169668,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858945.1","E.coli and","<=2",2,"S"
169686,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858965.1","E.coli and","<=2",2,"S"
169704,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023858985.1","E.coli and","<=2",2,"S"
169722,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859005.1","E.coli and","<=2",2,"S"
169740,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859025.1","E.coli and","<=2",2,"S"
169758,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859045.1","E.coli and","<=2",2,"S"
169776,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859065.1","E.coli and","<=2",2,"S"
169794,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859085.1","E.coli and","<=2",2,"S"
169812,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859105.1","E.coli and","<=2",2,"S"
169830,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859125.1","E.coli and","<=2",2,"S"
169848,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859145.1","E.coli and","<=2",2,"S"
169866,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859165.1","E.coli and","<=2",2,"S"
169884,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859185.1","E.coli and","<=2",2,"S"
169902,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859205.1","E.coli and","<=2",2,"S"
169920,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859225.1","E.coli and","<=2",2,"S"
169938,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859245.1","E.coli and","<=2",2,"S"
169956,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859265.1","E.coli and","<=2",2,"S"
169974,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859285.1","E.coli and","<=2",2,"S"
169992,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859305.1","E.coli and","<=2",2,"S"
170010,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859325.1","E.coli and","<=2",2,"S"
170028,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859345.1","E.coli and","<=2",2,"S"
170046,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859365.1","E.coli and","<=2",2,"S"
170064,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859385.1","E.coli and","<=2",2,"S"
170082,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859405.1","E.coli and","<=2",2,"S"
170100,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859425.1","E.coli and","<=2",2,"S"
170118,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859445.1","E.coli and","<=2",2,"S"
170136,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859465.1","E.coli and","<=2",2,"S"
170154,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859485.1","E.coli and","<=2",2,"S"
170172,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859505.1","E.coli and","<=2",2,"S"
170190,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859525.1","E.coli and","<=2",2,"S"
170208,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859545.1","E.coli and","<=2",2,"S"
170226,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859565.1","E.coli and","<=2",2,"S"
170244,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859585.1","E.coli and","<=2",2,"S"
170262,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859605.1","E.coli and","<=2",2,"S"
170280,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859625.1","E.coli and","<=2",2,"S"
170298,"gentamicin",">","8","R","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859645.1","E.coli and",">8",16,"R"
170316,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859665.1","E.coli and","<=2",2,"S"
170334,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859685.1","E.coli and","<=2",2,"S"
170352,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859705.1","E.coli and","<=2",2,"S"
170370,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859725.1","E.coli and","<=2",2,"S"
170388,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859745.1","E.coli and","<=2",2,"S"
170406,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859755.1","E.coli and","<=2",2,"S"
170424,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859785.1","E.coli and","<=2",2,"S"
170442,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859805.1","E.coli and","<=2",2,"S"
170460,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859825.1","E.coli and","<=2",2,"S"
170478,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859845.1","E.coli and","<=2",2,"S"
170496,"gentamicin","<=","2","S","mg/L","E.coli and Shigella","Phoenix","CLSI","NDARO","GCA_023859865.1","E.coli and","<=2",2,"S"
