"X","antibiotic","sign","value","phenotype","measurement","organism","platform","standard","database","id","organism_name","sign_value","mic_value","old_phenotype"
92699,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1214","VITEK 2","EUCAST","BV BRC","ERR2138687","Escherichia coli","<=1",1,"S"
92724,"cefotaxime",">","64","R","mg/L","Escherichia coli strain MUGSI_134","","CLSI","BV BRC","SRR4017853","Escherichia coli",">64",128,"R"
92733,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1284","VITEK 2","EUCAST","BV BRC","ERR2138374","Escherichia coli","<=1",1,"S"
92767,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1483","VITEK 2","EUCAST","BV BRC","ERR2138522","Escherichia coli","<=1",1,"S"
92792,"cefotaxime","==","16","R","mg/L","Escherichia coli VREC1386","VITEK 2","EUCAST","BV BRC","ERR2138452","Escherichia coli","==16",16,"R"
92834,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0697","VITEK 2","EUCAST","BV BRC","ERR2138573","Escherichia coli","<=1",1,"S"
92835,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1281","VITEK 2","EUCAST","BV BRC","ERR2138372","Escherichia coli","<=1",1,"S"
92859,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1022","VITEK 2","EUCAST","BV BRC","ERR2138154","Escherichia coli","<=1",1,"S"
92868,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1470","VITEK 2","EUCAST","BV BRC","ERR1878384","Escherichia coli",">=64",64,"R"
92880,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1459","VITEK 2","EUCAST","BV BRC","ERR2146834","Escherichia coli","<=1",1,"S"
92882,"cefotaxime","<","0.5","S","mg/L","Escherichia coli strain MUGSI_206","","CLSI","BV BRC","SRR4065650","Escherichia coli","<0.5",0.25,"S"
92883,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1168","VITEK 2","EUCAST","BV BRC","ERR2138292","Escherichia coli","<=1",1,"S"
92887,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0692","VITEK 2","EUCAST","BV BRC","ERR2146810","Escherichia coli","<=1",1,"S"
92898,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1354","VITEK 2","EUCAST","BV BRC","ERR2138429","Escherichia coli","<=1",1,"S"
92912,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1371","VITEK 2","EUCAST","BV BRC","ERR2138441","Escherichia coli","<=1",1,"S"
92927,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0959","VITEK 2","EUCAST","BV BRC","ERR2138101","Escherichia coli","<=1",1,"S"
92934,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1626","VITEK 2","EUCAST","BV BRC","ERR2138676","Escherichia coli","<=1",1,"S"
92964,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1508","VITEK 2","EUCAST","BV BRC","ERR2138529","Escherichia coli","<=1",1,"S"
92979,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0844","VITEK 2","EUCAST","BV BRC","ERR2146812","Escherichia coli","<=1",1,"S"
92981,"cefotaxime",">=","64","R","mg/L","Escherichia coli VREC1064","VITEK 2","EUCAST","BV BRC","ERR2138192","Escherichia coli",">=64",64,"R"
92999,"cefotaxime",">","32","R","mg/L","Escherichia coli strain MUGSI_60","","CLSI","BV BRC","SRR3996249","Escherichia coli",">32",64,"R"
93000,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1618","VITEK 2","EUCAST","BV BRC","ERR2138655","Escherichia coli","<=1",1,"S"
93045,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES0781","VITEK 2","EUCAST","BV BRC","ERR1878208","Escherichia coli",">=64",64,"R"
93046,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1478","VITEK 2","EUCAST","BV BRC","ERR2138703","Escherichia coli","<=1",1,"S"
93051,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0884","VITEK 2","EUCAST","BV BRC","ERR2138046","Escherichia coli","<=1",1,"S"
93054,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0899","VITEK 2","EUCAST","BV BRC","ERR2138059","Escherichia coli","<=1",1,"S"
93066,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1494","VITEK 2","EUCAST","BV BRC","ERR2138718","Escherichia coli","<=1",1,"S"
93082,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1322","VITEK 2","EUCAST","BV BRC","ERR2138400","Escherichia coli","<=1",1,"S"
93097,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1119","VITEK 2","EUCAST","BV BRC","ERR2138236","Escherichia coli","<=1",1,"S"
93105,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1167","VITEK 2","EUCAST","BV BRC","ERR2138291","Escherichia coli","<=1",1,"S"
93111,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1575","VITEK 2","EUCAST","BV BRC","ERR2138691","Escherichia coli","<=1",1,"S"
93119,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0753","VITEK 2","EUCAST","BV BRC","ERR2137929","Escherichia coli","<=1",1,"S"
93120,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1421","VITEK 2","EUCAST","BV BRC","ERR2138471","Escherichia coli","<=1",1,"S"
93131,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0686","VITEK 2","EUCAST","BV BRC","ERR2137884","Escherichia coli","<=1",1,"S"
93147,"cefotaxime","==","0.25","S","mg/L","Escherichia coli strain 14066715","","EUCAST","BV BRC","ERR2209727","Escherichia coli","==0.25",0.25,"S"
93164,"cefotaxime",">","64","R","mg/L","Escherichia coli strain AR_0433","","CLSI","BV BRC","GCA_003324505.1","Escherichia coli",">64",128,"R"
93170,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0951","VITEK 2","EUCAST","BV BRC","ERR2138096","Escherichia coli","<=1",1,"S"
93173,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1230","VITEK 2","EUCAST","BV BRC","ERR2138334","Escherichia coli","<=1",1,"S"
93180,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1170","VITEK 2","EUCAST","BV BRC","ERR2138294","Escherichia coli","<=1",1,"S"
93181,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1158","VITEK 2","EUCAST","BV BRC","ERR2138283","Escherichia coli","<=1",1,"S"
93191,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0759","VITEK 2","EUCAST","BV BRC","ERR2138678","Escherichia coli","<=1",1,"S"
93203,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1047","VITEK 2","EUCAST","BV BRC","ERR2138262","Escherichia coli","<=1",1,"S"
93210,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1217","VITEK 2","EUCAST","BV BRC","ERR2138602","Escherichia coli","<=1",1,"S"
93215,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1480","VITEK 2","EUCAST","BV BRC","ERR2138519","Escherichia coli","<=1",1,"S"
93226,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1007","VITEK 2","EUCAST","BV BRC","ERR2138143","Escherichia coli","<=1",1,"S"
93237,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1164","VITEK 2","EUCAST","BV BRC","ERR1878360","Escherichia coli",">=64",64,"R"
93247,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0677","VITEK 2","EUCAST","BV BRC","ERR2137881","Escherichia coli","<=1",1,"S"
93273,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1550","VITEK 2","EUCAST","BV BRC","ERR2138545","Escherichia coli","<=1",1,"S"
93295,"cefotaxime","<=","1","S","mg/L","Escherichia coli strain MUGSI_313","","CLSI","BV BRC","SRR4065643","Escherichia coli","<=1",1,"S"
93311,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1505","VITEK 2","EUCAST","BV BRC","ERR1878401","Escherichia coli",">=64",64,"R"
93315,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1239","VITEK 2","EUCAST","BV BRC","ERR2138340","Escherichia coli","<=1",1,"S"
93316,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0763","VITEK 2","EUCAST","BV BRC","ERR2137950","Escherichia coli","<=1",1,"S"
93317,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0946","VITEK 2","EUCAST","BV BRC","ERR2138582","Escherichia coli","<=1",1,"S"
93343,"cefotaxime",">","64","R","mg/L","Escherichia coli strain AR437","","CLSI","BV BRC","GCA_003073815.1","Escherichia coli",">64",128,"R"
93345,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1025","VITEK 2","EUCAST","BV BRC","ERR2138157","Escherichia coli","<=1",1,"S"
93381,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1518","VITEK 2","EUCAST","BV BRC","ERR2138725","Escherichia coli","<=1",1,"S"
93384,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1250","VITEK 2","EUCAST","BV BRC","ERR2138345","Escherichia coli","<=1",1,"S"
93400,"cefotaxime","==","16","R","mg/L","Escherichia coli VRES1433","VITEK 2","EUCAST","BV BRC","ERR1878377","Escherichia coli","==16",16,"R"
93403,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1151","VITEK 2","EUCAST","BV BRC","ERR1878293","Escherichia coli",">=64",64,"R"
93404,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0814","VITEK 2","EUCAST","BV BRC","ERR2137983","Escherichia coli","<=1",1,"S"
93405,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0764","VITEK 2","EUCAST","BV BRC","ERR2137951","Escherichia coli","<=1",1,"S"
93410,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0831","VITEK 2","EUCAST","BV BRC","ERR2137995","Escherichia coli","<=1",1,"S"
93417,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0989","VITEK 2","EUCAST","BV BRC","ERR2138127","Escherichia coli","<=1",1,"S"
93418,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1570","VITEK 2","EUCAST","BV BRC","ERR2138610","Escherichia coli","<=1",1,"S"
93443,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1205","VITEK 2","EUCAST","BV BRC","ERR2146823","Escherichia coli","<=1",1,"S"
93446,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0656","VITEK 2","EUCAST","BV BRC","ERR2137865","Escherichia coli","<=1",1,"S"
93454,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1306","VITEK 2","EUCAST","BV BRC","ERR1878380","Escherichia coli",">=64",64,"R"
93457,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1253","VITEK 2","EUCAST","BV BRC","ERR2138346","Escherichia coli","<=1",1,"S"
93468,"cefotaxime","==","8","R","mg/L","Escherichia coli VRES0859","VITEK 2","EUCAST","BV BRC","ERR1878226","Escherichia coli","==8",8,"R"
93476,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0723","VITEK 2","EUCAST","BV BRC","ERR2137908","Escherichia coli","<=1",1,"S"
93479,"cefotaxime","==","0.25","S","mg/L","Escherichia coli strain 14087995","","EUCAST","BV BRC","ERR2209730","Escherichia coli","==0.25",0.25,"S"
93485,"cefotaxime","==","8","R","mg/L","Escherichia coli VRES0864","VITEK 2","EUCAST","BV BRC","ERR1878231","Escherichia coli","==8",8,"R"
93502,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0721","VITEK 2","EUCAST","BV BRC","ERR2137906","Escherichia coli","<=1",1,"S"
93521,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1463","VITEK 2","EUCAST","BV BRC","ERR1878353","Escherichia coli",">=64",64,"R"
93552,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1555","VITEK 2","EUCAST","BV BRC","ERR2138550","Escherichia coli","<=1",1,"S"
93555,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0728","VITEK 2","EUCAST","BV BRC","ERR2137913","Escherichia coli","<=1",1,"S"
93564,"cefotaxime","==","16","R","mg/L","Escherichia coli VRES1593","VITEK 2","EUCAST","BV BRC","ERR1878422","Escherichia coli","==16",16,"R"
93581,"cefotaxime","==","16","R","mg/L","Escherichia coli strain AR_0374","","CLSI","BV BRC","GCA_002999075.1","Escherichia coli","==16",16,"R"
93588,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0877","VITEK 2","EUCAST","BV BRC","ERR2138041","Escherichia coli","<=1",1,"S"
93592,"cefotaxime","<=","0.5","S","mg/L","Escherichia coli strain AR_0368","","CLSI","BV BRC","GCA_003000595.1","Escherichia coli","<=0.5",0.5,"S"
93602,"cefotaxime",">","64","R","mg/L","Escherichia coli strain AR_0149","","CLSI","BV BRC","GCA_002180055.1","Escherichia coli",">64",128,"R"
93670,"cefotaxime",">=","64","R","mg/L","Escherichia coli VREC0693","VITEK 2","EUCAST","BV BRC","ERR2137889","Escherichia coli",">=64",64,"R"
93681,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES0785","VITEK 2","EUCAST","BV BRC","ERR1878212","Escherichia coli",">=64",64,"R"
93700,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1185","VITEK 2","EUCAST","BV BRC","ERR1878362","Escherichia coli",">=64",64,"R"
93705,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES0784","VITEK 2","EUCAST","BV BRC","ERR1878211","Escherichia coli",">=64",64,"R"
93716,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1599","VITEK 2","EUCAST","BV BRC","ERR2138628","Escherichia coli","<=1",1,"S"
93743,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0774","VITEK 2","EUCAST","BV BRC","ERR2137958","Escherichia coli","<=1",1,"S"
93775,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0708","VITEK 2","EUCAST","BV BRC","ERR2137938","Escherichia coli","<=1",1,"S"
93793,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0867","VITEK 2","EUCAST","BV BRC","ERR2138034","Escherichia coli","<=1",1,"S"
93797,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0702","VITEK 2","EUCAST","BV BRC","ERR2137894","Escherichia coli","<=1",1,"S"
93809,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0922","VITEK 2","EUCAST","BV BRC","ERR2138078","Escherichia coli","<=1",1,"S"
93814,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1278","VITEK 2","EUCAST","BV BRC","ERR2138369","Escherichia coli","<=1",1,"S"
93821,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1462","VITEK 2","EUCAST","BV BRC","ERR2138505","Escherichia coli","<=1",1,"S"
93827,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0907","VITEK 2","EUCAST","BV BRC","ERR2138064","Escherichia coli","<=1",1,"S"
93834,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0808","VITEK 2","EUCAST","BV BRC","ERR2138578","Escherichia coli","<=1",1,"S"
93840,"cefotaxime","==","4","R","mg/L","Escherichia coli VRES1095","VITEK 2","EUCAST","BV BRC","ERR1878279","Escherichia coli","==4",4,"R"
93877,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0967","VITEK 2","EUCAST","BV BRC","ERR2138111","Escherichia coli","<=1",1,"S"
93890,"cefotaxime",">","64","R","mg/L","Escherichia coli strain MUGSI_292","","CLSI","BV BRC","SRR3996259","Escherichia coli",">64",128,"R"
93928,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0804","VITEK 2","EUCAST","BV BRC","ERR2137978","Escherichia coli","<=1",1,"S"
93951,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0915","VITEK 2","EUCAST","BV BRC","ERR2138071","Escherichia coli","<=1",1,"S"
93957,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1529","VITEK 2","EUCAST","BV BRC","ERR2138538","Escherichia coli","<=1",1,"S"
93963,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1244","VITEK 2","EUCAST","BV BRC","ERR2138342","Escherichia coli","<=1",1,"S"
93975,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1155","VITEK 2","EUCAST","BV BRC","ERR2138280","Escherichia coli","<=1",1,"S"
93981,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES0744","VITEK 2","EUCAST","BV BRC","ERR1878200","Escherichia coli",">=64",64,"R"
93982,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0798","VITEK 2","EUCAST","BV BRC","ERR2138017","Escherichia coli","<=1",1,"S"
94012,"cefotaxime","<=","0.5","S","mg/L","Escherichia coli strain ENV323","","eucast","BV BRC","ERR2580163","Escherichia coli","<=0.5",0.5,"S"
94015,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0827","VITEK 2","EUCAST","BV BRC","ERR2137991","Escherichia coli","<=1",1,"S"
94018,"cefotaxime","==","16","R","mg/L","Escherichia coli VRES1497","VITEK 2","EUCAST","BV BRC","ERR1878395","Escherichia coli","==16",16,"R"
94029,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1350","VITEK 2","EUCAST","BV BRC","ERR1878330","Escherichia coli",">=64",64,"R"
94037,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1178","VITEK 2","EUCAST","BV BRC","ERR2138300","Escherichia coli","<=1",1,"S"
94061,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1100","VITEK 2","EUCAST","BV BRC","ERR1878283","Escherichia coli",">=64",64,"R"
94088,"cefotaxime",">","128","R","mg/L","Escherichia coli strain AR_0001","","CLSI","BV BRC","GCF_001874785.1","Escherichia coli",">128",256,"R"
94097,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1466","VITEK 2","EUCAST","BV BRC","ERR2138508","Escherichia coli","<=1",1,"S"
94099,"cefotaxime","==","8","R","mg/L","Escherichia coli VREC0870","VITEK 2","EUCAST","BV BRC","ERR2138170","Escherichia coli","==8",8,"R"
94101,"cefotaxime",">","64","R","mg/L","Escherichia coli strain MUGSI_249","","CLSI","BV BRC","SRR4017900","Escherichia coli",">64",128,"R"
94129,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0885","VITEK 2","EUCAST","BV BRC","ERR2138048","Escherichia coli","<=1",1,"S"
94146,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0819","VITEK 2","EUCAST","BV BRC","ERR2137988","Escherichia coli","<=1",1,"S"
94148,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1161","VITEK 2","EUCAST","BV BRC","ERR1878301","Escherichia coli",">=64",64,"R"
94149,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0986","VITEK 2","EUCAST","BV BRC","ERR2138124","Escherichia coli","<=1",1,"S"
94155,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1307","VITEK 2","EUCAST","BV BRC","ERR1878326","Escherichia coli",">=64",64,"R"
94165,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1521","VITEK 2","EUCAST","BV BRC","GCF_001605825.1","Escherichia coli","<=1",1,"S"
94181,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1310","VITEK 2","EUCAST","BV BRC","ERR2138393","Escherichia coli","<=1",1,"S"
94197,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1204","VITEK 2","EUCAST","BV BRC","ERR2138731","Escherichia coli","<=1",1,"S"
94202,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0962","VITEK 2","EUCAST","BV BRC","ERR2138106","Escherichia coli","<=1",1,"S"
94208,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1010","VITEK 2","EUCAST","BV BRC","ERR2138146","Escherichia coli","<=1",1,"S"
94251,"cefotaxime","<","0.5","S","mg/L","Escherichia coli strain MUGSI_247","","CLSI","BV BRC","SRR4017888","Escherichia coli","<0.5",0.25,"S"
94269,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1463","VITEK 2","EUCAST","BV BRC","ERR2138506","Escherichia coli","<=1",1,"S"
94286,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1434","VITEK 2","EUCAST","BV BRC","ERR2146833","Escherichia coli","<=1",1,"S"
94293,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1627","VITEK 2","EUCAST","BV BRC","ERR2138677","Escherichia coli","<=1",1,"S"
94301,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1062","VITEK 2","EUCAST","BV BRC","ERR2138190","Escherichia coli","<=1",1,"S"
94311,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1545","VITEK 2","EUCAST","BV BRC","ERR2138541","Escherichia coli","<=1",1,"S"
94338,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1047","VITEK 2","EUCAST","BV BRC","ERR1878274","Escherichia coli",">=64",64,"R"
94341,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES1303","VITEK 2","EUCAST","BV BRC","ERR1878368","Escherichia coli",">=64",64,"R"
94348,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1433","VITEK 2","EUCAST","BV BRC","ERR2681463","Escherichia coli","<=1",1,"S"
94385,"cefotaxime","==","4","R","mg/L","Escherichia coli VRES1105","VITEK 2","EUCAST","BV BRC","ERR1878287","Escherichia coli","==4",4,"R"
94388,"cefotaxime",">","64","R","mg/L","Escherichia coli strain MUGSI_174","","CLSI","BV BRC","SRR4065675","Escherichia coli",">64",128,"R"
94399,"cefotaxime","==","16","R","mg/L","Escherichia coli VRES1382","VITEK 2","EUCAST","BV BRC","ERR1878340","Escherichia coli","==16",16,"R"
94400,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1475","VITEK 2","EUCAST","BV BRC","ERR2138517","Escherichia coli","<=1",1,"S"
94402,"cefotaxime",">","64","R","mg/L","Escherichia coli strain MUGSI_47","","CLSI","BV BRC","SRR3996237","Escherichia coli",">64",128,"R"
94408,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0752","VITEK 2","EUCAST","BV BRC","ERR2137928","Escherichia coli","<=1",1,"S"
94421,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0948","VITEK 2","EUCAST","BV BRC","ERR2138093","Escherichia coli","<=1",1,"S"
94452,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0963","VITEK 2","EUCAST","BV BRC","ERR2138107","Escherichia coli","<=1",1,"S"
94455,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1600","VITEK 2","EUCAST","BV BRC","ERR2138629","Escherichia coli","<=1",1,"S"
94463,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0892","VITEK 2","EUCAST","BV BRC","ERR2138052","Escherichia coli","<=1",1,"S"
94468,"cefotaxime","==","8","R","mg/L","Escherichia coli VRES0863","VITEK 2","EUCAST","BV BRC","ERR1878230","Escherichia coli","==8",8,"R"
94487,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1261","VITEK 2","EUCAST","BV BRC","ERR2138353","Escherichia coli","<=1",1,"S"
94494,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1496","VITEK 2","EUCAST","BV BRC","ERR2138525","Escherichia coli","<=1",1,"S"
94502,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0866","VITEK 2","EUCAST","BV BRC","ERR2138033","Escherichia coli","<=1",1,"S"
94508,"cefotaxime",">=","64","R","mg/L","Escherichia coli VRES0995","VITEK 2","EUCAST","BV BRC","ERR1878262","Escherichia coli",">=64",64,"R"
94524,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0859","VITEK 2","EUCAST","BV BRC","ERR2138029","Escherichia coli","<=1",1,"S"
94531,"cefotaxime",">","32","R","mg/L","Escherichia coli strain CCUG 70745","E-test","EUCAST","BV BRC","GCA_003194265.1","Escherichia coli",">32",64,"R"
94534,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0983","VITEK 2","EUCAST","BV BRC","ERR2138179","Escherichia coli","<=1",1,"S"
94550,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0886","VITEK 2","EUCAST","BV BRC","ERR2138172","Escherichia coli","<=1",1,"S"
94569,"cefotaxime","<=","0.5","S","mg/L","Escherichia coli strain ENV49","","eucast","BV BRC","ERR2580149","Escherichia coli","<=0.5",0.5,"S"
94581,"cefotaxime","==","4","R","mg/L","Escherichia coli VREC1396","VITEK 2","EUCAST","BV BRC","ERR2138456","Escherichia coli","==4",4,"R"
94592,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1487","VITEK 2","EUCAST","BV BRC","ERR2138564","Escherichia coli","<=1",1,"S"
94604,"cefotaxime","==","8","R","mg/L","Escherichia coli VRES0912","VITEK 2","EUCAST","BV BRC","ERR1878238","Escherichia coli","==8",8,"R"
94611,"cefotaxime","==","8","R","mg/L","Escherichia coli strain 15056874","","EUCAST","BV BRC","ERR2209391","Escherichia coli","==8",8,"R"
94615,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0816","VITEK 2","EUCAST","BV BRC","ERR2137985","Escherichia coli","<=1",1,"S"
94618,"cefotaxime",">=","64","R","mg/L","Escherichia coli VREC0912","VITEK 2","EUCAST","BV BRC","ERR2146816","Escherichia coli",">=64",64,"R"
94646,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1497","VITEK 2","EUCAST","BV BRC","ERR2138566","Escherichia coli","<=1",1,"S"
94655,"cefotaxime","==","8","R","mg/L","Escherichia coli VRES0695","VITEK 2","EUCAST","BV BRC","ERR1878172","Escherichia coli","==8",8,"R"
94671,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1633","VITEK 2","EUCAST","BV BRC","ERR2146840","Escherichia coli","<=1",1,"S"
94683,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1263","VITEK 2","EUCAST","BV BRC","ERR2138355","Escherichia coli","<=1",1,"S"
94687,"cefotaxime","==","32","R","mg/L","Escherichia coli VRES0987","VITEK 2","EUCAST","BV BRC","ERR1878258","Escherichia coli","==32",32,"R"
94695,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1416","VITEK 2","EUCAST","BV BRC","ERR2138467","Escherichia coli","<=1",1,"S"
94701,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1589","VITEK 2","EUCAST","BV BRC","ERR2138618","Escherichia coli","<=1",1,"S"
94705,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1636","VITEK 2","EUCAST","BV BRC","ERR2138665","Escherichia coli","<=1",1,"S"
94709,"cefotaxime",">","64","R","mg/L","Escherichia coli strain MUGSI_164","","CLSI","BV BRC","SRR4065704","Escherichia coli",">64",128,"R"
94719,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1622","VITEK 2","EUCAST","BV BRC","ERR2138659","Escherichia coli","<=1",1,"S"
94724,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0806","VITEK 2","EUCAST","BV BRC","ERR2138577","Escherichia coli","<=1",1,"S"
94728,"cefotaxime",">","64","R","mg/L","Escherichia coli strain MUGSI_123","","CLSI","BV BRC","SRR4017845","Escherichia coli",">64",128,"R"
94745,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC1440","VITEK 2","EUCAST","BV BRC","ERR2138483","Escherichia coli","<=1",1,"S"
94748,"cefotaxime","<=","1","S","mg/L","Escherichia coli VREC0650","VITEK 2","EUCAST","BV BRC","ERR2137861","Escherichia coli","<=1",1,"S"
94764,"cefotaxime","==","0.25","S","mg/L","Escherichia coli strain 14072934","","EUCAST","BV BRC","ERR2209720","Escherichia coli","==0.25",0.25,"S"
